MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25,
3396,2.01001E+11,"성북구,0.047",0.008,0.9,0.007,49,28,NA
3397,2.01001E+11,"성북구,0.02",0.022,0.5,0.005,33,18,NA
3398,2.01001E+11,"성북구,0.015",0.028,0.4,0.005,26,15,NA
3399,2.01001E+11,"성북구,0.016",0.029,0.4,0.005,32,21,NA
3400,2.01001E+11,"성북구,0.021",0.027,0.4,0.004,29,19,NA
3401,2.01001E+11,"성북구,0.023",0.027,0.4,0.003,30,18,NA
3402,2.01001E+11,"성북구,0.031",0.023,0.4,0.003,27,21,NA
3403,2.01001E+11,"성북구,0.031",0.022,0.5,0.003,32,21,NA
3404,2.01001E+11,"성북구,0.033",0.022,0.5,0.003,28,18,NA
3405,2.01001E+11,"성북구,0.041",0.015,0.6,0.003,29,21,NA
3406,2.01001E+11,"성북구,0.034",0.021,0.5,0.003,25,23,NA
3407,2.01001E+11,"성북구,0.036",0.019,0.5,0.003,33,15,NA
3408,2.01001E+11,"성북구,0.033",0.019,0.5,0.003,31,26,NA
3409,2.01001E+11,"송파구,0.019",0.027,0.4,0.005,29,19,NA
3410,2.01001E+11,"송파구,0.016",0.029,0.3,0.004,30,15,NA
3411,2.01001E+11,"송파구,0.028",0.019,0.4,0.003,25,17,NA
3412,2.01001E+11,"송파구,0.048",0.004,0.9,0.002,41,23,NA
3413,2.01001E+11,"송파구,0.049",0.003,1,0.004,52,16,NA
3414,2.01001E+11,"송파구,0.05",0.003,1.4,0.005,58,28,NA
3415,2.01001E+11,"송파구,0.05",0.003,1.6,0.007,74,46,NA
3416,2.01001E+11,"송파구,0.053",0.003,1.7,0.007,75,17,NA
3417,2.01001E+11,"송파구,0.055",0.003,1.7,0.007,81,20,NA
3418,2.01001E+11,"송파구,0.063",0.004,1.9,0.007,78,23,NA
3419,2.01001E+11,"송파구,0.069",0.005,2,0.01,109,117,NA
3420,2.01001E+11,"송파구,0.05",0.009,1.2,0.009,89,70,NA
3421,2.01001E+11,"송파구,0.037",0.015,0.8,0.007,56,47,NA
3422,2.01001E+11,"송파구,0.019",0.026,0.3,0.006,36,27,NA
3423,2.01001E+11,"송파구,0.024",0.026,0.4,0.006,33,17,NA
3424,2.01001E+11,"송파구,0.025",0.025,0.4,0.006,46,27,NA
3425,2.01001E+11,"송파구,0.024",0.027,0.3,0.005,0,28,NA
3426,2.01001E+11,"송파구,0.029",0.023,0.3,0.004,40,28,NA
3427,2.01001E+11,"송파구,0.03",0.022,0.3,0.003,36,22,NA
3428,2.01001E+11,"송파구,0.032",0.019,0.4,0.003,25,15,NA
3429,2.01001E+11,"송파구,0.032",0.02,0.4,0.003,27,16,NA
3430,2.01001E+11,"송파구,0.034",0.018,0.4,0.002,29,10,NA
3431,2.01001E+11,"송파구,0.053",0.006,0.8,0.005,43,27,NA
3432,2.01001E+11,"송파구,0.055",0.003,0.9,0.006,59,41,NA
3433,2.01001E+11,"양천구,0.037",0.015,0.6,0.006,33,17,NA
3434,2.01001E+11,"양천구,0.032",0.018,0.5,0.006,37,17,NA
3435,2.01001E+11,"양천구,0.029",0.021,0.5,0.005,29,14,NA
3436,2.01001E+11,"양천구,0.038",0.013,0.7,0.005,32,19,NA
3437,2.01001E+11,"양천구,0.032",0.018,0.6,0.005,31,22,NA
3438,2.01001E+11,"양천구,0.032",0.017,0.6,0.006,33,19,NA
3439,2.01001E+11,"양천구,0.03",0.018,0.6,0.006,38,19,NA
3440,2.01001E+11,"양천구,0.035",0.012,0.7,0.006,39,23,NA
3441,2.01001E+11,"양천구,0.043",0.007,0.8,0.006,39,26,NA
3442,2.01001E+11,"양천구,0.045",0.008,1,0.006,44,23,NA
3443,2.01001E+11,"양천구,0.029",0.02,0.8,0.008,38,19,NA
3444,2.01001E+11,"양천구,0.024",0.025,0.7,0.008,40,22,NA
3445,2.01001E+11,"양천구,0.026",0.024,0.7,0.008,45,31,NA
3446,2.01001E+11,"양천구,0.018",0.033,0.6,0.008,42,27,NA
3447,2.01001E+11,"양천구,0.02",0.034,0.6,0.009,41,29,NA
3448,2.01001E+11,"양천구,0.024",0.035,0.6,0.008,54,32,NA
3449,2.01001E+11,"양천구,0.022",0.037,0.6,0.007,51,29,NA
3450,2.01001E+11,"양천구,0.028",0.033,0.7,0.006,50,32,NA
3451,2.01001E+11,"양천구,0.035",0.025,0.6,0.006,42,26,NA
3452,2.01001E+11,"양천구,0.043",0.017,0.7,0.006,41,20,NA
3453,2.01001E+11,"양천구,0.038",0.021,0.6,0.006,35,23,NA
3454,2.01001E+11,"양천구,0.049",0.012,0.7,0.006,42,20,NA
3455,2.01001E+11,"양천구,0.059",0.004,1,0.007,48,27,NA
3456,2.01001E+11,"양천구,0.055",0.006,0.8,0.007,46,32,NA
3457,2.01001E+11,영등포구,0.034,0.016,0.5,0.004,31,18
3458,2.01001E+11,영등포구,0.029,0.019,0.5,0.004,30,20
3459,2.01001E+11,영등포구,0.04,0.008,0.5,0.004,31,16
3460,2.01001E+11,영등포구,0.045,0.003,0.4,0.004,38,29
3461,2.01001E+11,영등포구,0.035,0.011,0.5,0.004,38,23
3462,2.01001E+11,영등포구,0.026,0.019,0.4,0.004,25,17
3463,2.01001E+11,영등포구,0.027,0.017,0.4,0.005,32,19
3464,2.01001E+11,영등포구,0.048,0.003,0.8,0.004,37,24
3465,2.01001E+11,영등포구,0.048,0.001,0.7,0.005,42,27
3466,2.01001E+11,영등포구,0.051,0.002,0.7,0.007,38,24
3467,2.01001E+11,영등포구,0.046,0.006,0.7,0.013,41,21
3468,2.01001E+11,영등포구,0.042,0.01,0.7,0.014,40,22
3469,2.01001E+11,영등포구,0.039,0.014,0.6,0.013,41,22
3470,2.01001E+11,영등포구,0.036,0.018,0.5,0.013,40,27
3471,2.01001E+11,영등포구,0.035,0.023,0.5,0.011,41,25
3472,2.01001E+11,영등포구,0.035,0.024,0.4,0.008,46,26
3473,2.01001E+11,영등포구,0.037,0.026,0.5,0.008,34,24
3474,2.01001E+11,영등포구,0.045,0.019,0.7,0.007,39,23
3475,2.01001E+11,영등포구,0.048,0.013,0.7,0.006,33,25
3476,2.01001E+11,영등포구,0.058,0.006,0.7,0.006,38,25
3477,2.01001E+11,영등포구,0.056,0.005,0.7,0.006,41,23
3478,2.01001E+11,영등포구,0.064,0.001,0.8,0.005,43,20
3479,2.01001E+11,영등포구,0.058,0.003,0.7,0.005,47,28
3480,2.01001E+11,영등포구,0.058,0.002,0.8,0.005,46,32
3481,2.01001E+11,"용산구,0.041",0.012,0.2,0.008,35,23,NA
3482,2.01001E+11,"용산구,0.037",0.012,0.2,0.01,36,24,NA
3483,2.01001E+11,"용산구,0.029",0.015,0.2,0.01,30,23,NA
3484,2.01001E+11,"용산구,0.029",0.013,0.2,0.007,27,20,NA
3485,2.01001E+11,"용산구,0.026",0.015,0.2,0.008,32,19,NA
3486,2.01001E+11,"용산구,0.031",0.012,0.2,0.008,28,16,NA
3487,2.01001E+11,"용산구,0.033",0.012,0.2,0.009,33,18,NA
3488,2.01001E+11,"용산구,0.037",0.009,0.3,0.009,32,21,NA
3489,2.01001E+11,"용산구,0.042",0.006,0.4,0.008,42,28,NA
3490,2.01001E+11,"용산구,0.039",0.006,0.4,0.009,34,17,NA
3491,2.01001E+11,"용산구,0.037",0.011,0.3,0.012,37,18,NA
3492,2.01001E+11,"용산구,0.033",0.016,0.3,0.012,37,24,NA
3493,2.01001E+11,"용산구,0.03",0.02,0.3,0.013,40,24,NA
3494,2.01001E+11,"용산구,0.028",0.021,0.3,0.014,37,25,NA
3495,2.01001E+11,"용산구,0.037",0.019,0.5,0.012,51,29,NA
3496,2.01001E+11,"용산구,0.036",0.021,0.5,0.012,41,26,NA
3497,2.01001E+11,"용산구,0.033",0.021,0.4,0.011,34,19,NA
3498,2.01001E+11,"용산구,0.042",0.017,0.3,0.01,44,29,NA
3499,2.01001E+11,"용산구,0.036",0.02,0.2,0.01,32,23,NA
3500,2.01001E+11,"용산구,0.05",0.012,0.3,0.009,37,22,NA
3501,2.01001E+11,"용산구,0.045",0.014,0.3,0.01,30,20,NA
3502,2.01001E+11,"용산구,0.043",0.013,0.3,0.009,41,33,NA
3503,2.01001E+11,"용산구,0.038",0.015,0.3,0.01,43,29,NA
3504,2.01001E+11,"용산구,0.039",0.015,0.4,0.01,44,23,NA
3505,2.01001E+11,은평구,0.029,0.025,0.9,0.005,38,25
3506,2.01001E+11,은평구,0.025,0.028,0.7,0.005,32,21
3507,2.01001E+11,은평구,0.024,0.026,0.7,0.004,31,20
3508,2.01001E+11,은평구,0.026,0.022,0.7,0.004,24,21
3509,2.01001E+11,은평구,0.027,0.02,0.7,0.004,29,19
3510,2.01001E+11,은평구,0.02,0.021,0.7,0.004,28,15
3511,2.01001E+11,은평구,0.034,0.015,0.8,0.005,26,20
3512,2.01001E+11,은평구,0.047,0.007,0.8,0.005,30,19
3513,2.01001E+11,은평구,0.046,0.007,0.8,0.006,31,22
3514,2.01001E+11,은평구,0.042,0.01,0.8,0.006,34,30
3515,2.01001E+11,은평구,0.022,0.024,0.8,0.007,30,18
3516,2.01001E+11,은평구,0.015,0.03,0.8,0.008,30,20
3517,2.01001E+11,은평구,0.018,0.029,0.8,0.009,29,21
3518,2.01001E+11,은평구,0.017,0.033,0.8,0.008,40,27
3519,2.01001E+11,은평구,0.018,0.035,0.8,0.008,40,31
3520,2.01001E+11,은평구,0,0,0,0,0,25
3521,2.01001E+11,은평구,0.017,0.03,0.6,0.006,0,66
3522,2.01001E+11,은평구,0.022,0.031,0.7,0.006,41,22
3523,2.01001E+11,은평구,0.026,0.029,0.7,0.005,38,29
3524,2.01001E+11,은평구,0.028,0.029,0.8,0.007,49,27
3525,2.01001E+11,은평구,0.037,0.021,0.8,0.005,38,29
3526,2.01001E+11,은평구,0.037,0.014,0.8,0.004,23,32
3527,2.01001E+11,은평구,0.042,0.01,0.8,0.004,36,25
3528,2.01001E+11,은평구,0.039,0.017,0.8,0.005,44,29
3529,2.01001E+11,"종로구,0.022",0.03,0.5,0.006,17,16,NA
3530,2.01001E+11,"종로구,0.017",0.033,0.4,0.005,23,17,NA
3531,2.01001E+11,"종로구,0.016",0.033,0.4,0.005,24,20,NA
3532,2.01001E+11,"종로구,0.019",0.03,0.4,0.005,22,11,NA
3533,2.01001E+11,"종로구,0.02",0.028,0.4,0.005,31,14,NA
3534,2.01001E+11,"종로구,0.02",0.028,0.4,0.005,15,21,NA
3535,2.01001E+11,"종로구,0.024",0.022,0.5,0.005,26,14,NA
3536,2.01001E+11,"종로구,0.033",0.014,0.5,0.006,30,15,NA
3537,2.01001E+11,"종로구,0.042",0.007,0.6,0.006,39,17,NA
3538,2.01001E+11,"종로구,0.037",0.012,0.6,0.007,36,14,NA
3539,2.01001E+11,"종로구,0.026",0.022,0.6,0.008,41,10,NA
3540,2.01001E+11,"종로구,0.018",0.029,0.5,0.009,35,13,NA
3541,2.01001E+11,"종로구,0.016",0.033,0.5,0.009,27,15,NA
3542,2.01001E+11,"종로구,0.019",0.034,0.6,0.008,42,10,NA
3543,2.01001E+11,"종로구,0.022",0.034,0.6,0.008,48,27,NA
3544,2.01001E+11,"종로구,0.022",0.034,0.5,0.007,31,9,NA
3545,2.01001E+11,"종로구,0.025",0.032,0.5,0.007,38,19,NA
3546,2.01001E+11,"종로구,0.034",0.026,0.6,0.006,41,13,NA
3547,2.01001E+11,"종로구,0.036",0.025,0.5,0.005,42,15,NA
3548,2.01001E+11,"종로구,0.033",0.027,0.6,0.006,49,14,NA
3549,2.01001E+11,"종로구,0.034",0.026,0.6,0.007,33,22,NA
3550,2.01001E+11,"종로구,0.042",0.018,0.6,0.007,28,12,NA
3551,2.01001E+11,"종로구,0.045",0.014,0.6,0.006,41,22,NA
3552,2.01001E+11,"종로구,0.046",0.011,0.6,0.007,38,15,NA
3553,2.01001E+11,중구,0.032,0.014,0.6,0.006,38,28
3554,2.01001E+11,중구,0.027,0.018,0.6,0.006,36,23
3555,2.01001E+11,중구,0.026,0.018,0.6,0.006,33,24
3556,2.01001E+11,중구,0.02,0.022,0.5,0.005,35,17
3557,2.01001E+11,중구,0.019,0.022,0.5,0.005,24,20
3558,2.01001E+11,중구,0.024,0.018,0.6,0.005,30,20
3559,2.01001E+11,중구,0.024,0.016,0.6,0.006,28,19
3560,2.01001E+11,중구,0.025,0.015,0.6,0.006,39,23
3561,2.01001E+11,중구,0.025,0.016,0.6,0.007,32,20
3562,2.01001E+11,중구,0.032,0.01,0.6,0.007,34,24
3563,2.01001E+11,중구,0.024,0.017,0.7,0.008,33,17
3564,2.01001E+11,중구,0.017,0.022,0.6,0.007,39,25
3565,2.01001E+11,중구,0.016,0.024,0.6,0.008,35,22
3566,2.01001E+11,중구,0.021,0.023,0.7,0.009,34,17
3567,2.01001E+11,중구,0.022,0.025,0.7,0.008,48,37
3568,2.01001E+11,중구,0.016,0.031,0.6,0.007,41,24
3569,2.01001E+11,중구,0.017,0.031,0.5,0.007,29,22
3570,2.01001E+11,중구,0.024,0.026,0.6,0.006,31,15
3571,2.01001E+11,중구,0.029,0.023,0.6,0.006,29,22
3572,2.01001E+11,중구,0.023,0.028,0.5,0.006,32,21
3573,2.01001E+11,중구,0.035,0.018,0.6,0.007,33,24
3574,2.01001E+11,중구,0.038,0.015,0.6,0.007,26,34
3575,2.01001E+11,중구,0.039,0.014,0.6,0.006,41,29
3576,2.01001E+11,중구,0.036,0.014,0.6,0.007,44,27
3577,2.01001E+11,"중랑구,0.045",0.01,0.4,0.005,40,27,NA
3578,2.01001E+11,"중랑구,0.044",0.009,0.4,0.004,30,21,NA
3579,2.01001E+11,"중랑구,0.047",0.005,0.5,0.004,38,28,NA
3580,2.01001E+11,"중랑구,0.031",0.015,0.3,0.004,33,25,NA
3581,2.01001E+11,"중랑구,0.041",0.007,0.4,0.004,31,21,NA
3582,2.01001E+11,"중랑구,0.04",0.009,0.5,0.005,36,26,NA
3583,2.01001E+11,"중랑구,0.052",0.003,0.5,0.004,34,22,NA
3584,2.01001E+11,"중랑구,0.058",0.002,0.6,0.005,38,28,NA
3585,2.01001E+11,"중랑구,0.064",0.002,0.7,0.005,42,30,NA
3586,2.01001E+11,"중랑구,0.071",0.003,0.9,0.006,48,35,NA
3587,2.01001E+11,"중랑구,0.059",0.006,0.7,0.007,50,35,NA
3588,2.01001E+11,"중랑구,0.045",0.012,0.5,0.007,42,31,NA
3589,2.01001E+11,"중랑구,0.032",0.016,0.4,0.008,38,23,NA
3590,2.01001E+11,"중랑구,0.021",0.025,0.3,0.007,40,23,NA
3591,2.01001E+11,"중랑구,0.021",0.027,0.3,0.006,30,22,NA
3592,2.01001E+11,"중랑구,0.018",0.03,0.2,0.006,30,21,NA
3593,2.01001E+11,"중랑구,0.022",0.027,0.2,0.005,31,18,NA
3594,2.01001E+11,"중랑구,0.027",0.024,0.2,0.005,31,21,NA
3595,2.01001E+11,"중랑구,0.033",0.021,0.2,0.005,32,24,NA
3596,2.01001E+11,"중랑구,0.044",0.014,0.3,0.006,34,25,NA
3597,2.01001E+11,"중랑구,0.053",0.008,0.4,0.006,36,23,NA
3598,2.01001E+11,"중랑구,0.056",0.006,0.4,0.005,42,28,NA
3599,2.01001E+11,"중랑구,0.057",0.005,0.4,0.005,48,41,NA
3600,2.01001E+11,"중랑구,0.065",0.002,0.5,0.005,48,34,NA
3601,2.01001E+11,"강남구,0.038",0.013,0.4,0.005,44,32,NA
3602,2.01001E+11,"강남구,0.037",0.013,0.4,0.005,37,25,NA
3603,2.01001E+11,"강남구,0.022",0.024,0.4,0.005,39,23,NA
3604,2.01001E+11,"강남구,0.035",0.014,0.6,0.005,34,25,NA
3605,2.01001E+11,"강남구,0.047",0.006,0.7,0.004,54,39,NA
3606,2.01001E+11,"강남구,0.042",0.009,0.6,0.005,53,37,NA
3607,2.01001E+11,"강남구,0.051",0.003,0.7,0.005,58,40,NA
3608,2.01001E+11,"강남구,0.059",0.002,0.8,0.005,63,45,NA
3609,2.01001E+11,"강남구,0.068",0.002,1.1,0.005,67,47,NA
3610,2.01001E+11,"강남구,0.072",0.003,1.5,0.005,78,60,NA
3611,2.01001E+11,"강남구,0.075",0.003,1.5,0.005,76,55,NA
3612,2.01001E+11,"강남구,0.0",0,0,0,66,51,NA
3613,2.01001E+11,"강남구,0.0",0,0,0,57,39,NA
3614,2.01001E+11,"강남구,0.044",0.014,0.7,0.006,46,33,NA
3615,2.01001E+11,"강남구,0.055",0.011,0.8,0.006,59,39,NA
3616,2.01001E+11,"강남구,0.064",0.009,1.1,0.007,81,52,NA
3617,2.01001E+11,"강남구,0.07",0.006,1,0.007,86,49,NA
3618,2.01001E+11,"강남구,0.074",0.004,1,0.007,87,55,NA
3619,2.01001E+11,"강남구,0.073",0.002,0.9,0.007,79,48,NA
3620,2.01001E+11,"강남구,0.07",0.002,0.8,0.007,66,37,NA
3621,2.01001E+11,"강남구,0.067",0.002,0.8,0.006,56,36,NA
3622,2.01001E+11,"강남구,0.067",0.002,0.7,0.006,73,46,NA
3623,2.01001E+11,"강남구,0.07",0.002,1,0.006,72,55,NA
3624,2.01001E+11,"강남구,0.084",0.002,1.4,0.007,82,61,NA
3625,2.01001E+11,"강동구,0.054",0.004,0.6,0.007,50,44,NA
3626,2.01001E+11,"강동구,0.049",0.004,0.6,0.008,48,35,NA
3627,2.01001E+11,"강동구,0.046",0.004,0.5,0.007,50,44,NA
3628,2.01001E+11,"강동구,0.045",0.004,0.5,0.007,49,37,NA
3629,2.01001E+11,"강동구,0.039",0.009,0.5,0.007,48,40,NA
3630,2.01001E+11,"강동구,0.04",0.008,0.5,0.007,47,39,NA
3631,2.01001E+11,"강동구,0.042",0.004,0.5,0.007,46,37,NA
3632,2.01001E+11,"강동구,0.043",0.004,0.6,0.006,53,40,NA
3633,2.01001E+11,"강동구,0.041",0.005,0.6,0.007,46,39,NA
3634,2.01001E+11,"강동구,0.043",0.007,0.7,0.007,50,48,NA
3635,2.01001E+11,"강동구,0.038",0.01,0.6,0.009,53,44,NA
3636,2.01001E+11,"강동구,0.039",0.013,0.7,0.01,64,62,NA
3637,2.01001E+11,"강동구,0.028",0.023,0.5,0.009,51,43,NA
3638,2.01001E+11,"강동구,0.02",0.033,0.3,0.009,41,29,NA
3639,2.01001E+11,"강동구,0.026",0.028,0.4,0.01,52,36,NA
3640,2.01001E+11,"강동구,0.036",0.021,0.5,0.01,51,40,NA
3641,2.01001E+11,"강동구,0.038",0.015,0.5,0.01,57,44,NA
3642,2.01001E+11,"강동구,0.052",0.008,0.5,0.01,58,47,NA
3643,2.01001E+11,"강동구,0.06",0.003,0.6,0.01,64,53,NA
3644,2.01001E+11,"강동구,0.062",0.003,0.7,0.01,65,47,NA
3645,2.01001E+11,"강동구,0.063",0.003,0.7,0.011,62,48,NA
3646,2.01001E+11,"강동구,0.062",0.004,0.7,0.012,75,61,NA
3647,2.01001E+11,"강동구,0.056",0.004,0.7,0.011,81,67,NA
3648,2.01001E+11,"강동구,0.054",0.004,0.7,0.013,78,64,NA
3649,2.01001E+11,"강북구,0.04",0.018,0.6,0.007,33,27,NA
3650,2.01001E+11,"강북구,0.032",0.021,0.6,0.007,32,17,NA
3651,2.01001E+11,"강북구,0.054",0.007,0.8,0.007,36,25,NA
3652,2.01001E+11,"강북구,0.057",0.007,1,0.01,49,34,NA
3653,2.01001E+11,"강북구,0.055",0.008,1,0.012,66,48,NA
3654,2.01001E+11,"강북구,0.056",0.008,1,0.012,58,46,NA
3655,2.01001E+11,"강북구,0.058",0.009,1.1,0.014,72,54,NA
3656,2.01001E+11,"강북구,0.064",0.009,1.2,0.014,77,60,NA
3657,2.01001E+11,"강북구,0.063",0.01,1.3,0.016,85,65,NA
3658,2.01001E+11,"강북구,0.068",0.013,1.5,0.017,101,75,NA
3659,2.01001E+11,"강북구,0.069",0.015,1.5,0.016,100,72,NA
3660,2.01001E+11,"강북구,0.072",0.018,1.5,0.014,103,75,NA
3661,2.01001E+11,"강북구,0.07",0.02,1.4,0.012,93,71,NA
3662,2.01001E+11,"강북구,0.055",0.022,1.1,0.011,73,57,NA
3663,2.01001E+11,"강북구,0.046",0.024,0.9,0.011,61,44,NA
3664,2.01001E+11,"강북구,0.045",0.024,0.8,0.01,56,45,NA
3665,2.01001E+11,"강북구,0.053",0.018,0.9,0.011,60,40,NA
3666,2.01001E+11,"강북구,0.063",0.012,1,0.011,62,48,NA
3667,2.01001E+11,"강북구,0.063",0.01,0.9,0.011,78,54,NA
3668,2.01001E+11,"강북구,0.064",0.009,1,0.009,62,43,NA
3669,2.01001E+11,"강북구,0.066",0.008,1,0.009,58,49,NA
3670,2.01001E+11,"강북구,0.07",0.007,1.1,0.01,63,49,NA
3671,2.01001E+11,"강북구,0.064",0.007,1,0.012,66,49,NA
3672,2.01001E+11,"강북구,0.068",0.007,1,0.013,69,50,NA
3673,2.01001E+11,"강서구,0.041",0.009,0.4,0.006,53,29,NA
3674,2.01001E+11,"강서구,0.045",0.005,0.5,0.007,48,33,NA
3675,2.01001E+11,"강서구,0.044",0.005,0.5,0.007,54,37,NA
3676,2.01001E+11,"강서구,0.03",0.015,0.4,0.007,47,30,NA
3677,2.01001E+11,"강서구,0.031",0.014,0.5,0.007,44,28,NA
3678,2.01001E+11,"강서구,0.045",0.003,0.7,0.008,53,37,NA
3679,2.01001E+11,"강서구,0.051",0.002,0.8,0.007,61,39,NA
3680,2.01001E+11,"강서구,0.05",0.002,0.9,0.01,64,47,NA
3681,2.01001E+11,"강서구,0.058",0.002,1.1,0.009,80,38,NA
3682,2.01001E+11,"강서구,0.057",0.003,1.2,0.013,96,56,NA
3683,2.01001E+11,"강서구,0.063",0.005,1.2,0.016,90,83,NA
3684,2.01001E+11,"강서구,0.061",0.007,1.2,0.013,114,90,NA
3685,2.01001E+11,"강서구,0.035",0.02,0.5,0.009,90,49,NA
3686,2.01001E+11,"강서구,0.033",0.021,0.4,0.01,62,33,NA
3687,2.01001E+11,"강서구,0.052",0.015,0.7,0.009,89,59,NA
3688,2.01001E+11,"강서구,0.036",0.023,0.4,0.008,78,53,NA
3689,2.01001E+11,"강서구,0.039",0.023,0.4,0.009,65,36,NA
3690,2.01001E+11,"강서구,0.037",0.023,0.4,0.008,50,34,NA
3691,2.01001E+11,"강서구,0.038",0.017,0.3,0.006,46,28,NA
3692,2.01001E+11,"강서구,0.055",0.005,0.5,0.007,43,20,NA
3693,2.01001E+11,"강서구,0.064",0.002,0.6,0.008,54,45,NA
3694,2.01001E+11,"강서구,0.069",0.002,0.7,0.008,70,50,NA
3695,2.01001E+11,"강서구,0.067",0.002,0.7,0.007,78,57,NA
3696,2.01001E+11,"강서구,0.064",0.002,0.7,0.01,84,56,NA
3697,2.01001E+11,관악구,0.044,0.005,0.6,0.006,49,34
3698,2.01001E+11,관악구,0.041,0.007,0.6,0.005,46,31
3699,2.01001E+11,관악구,0.034,0.011,0.5,0.005,47,30
3700,2.01001E+11,관악구,0.019,0.022,0.4,0.005,39,22
3701,2.01001E+11,관악구,0.03,0.015,0.5,0.005,40,24
3702,2.01001E+11,관악구,0.039,0.009,0.6,0.005,41,28
3703,2.01001E+11,관악구,0.032,0.015,0.5,0.005,43,28
3704,2.01001E+11,관악구,0.044,0.006,0.6,0.005,39,27
3705,2.01001E+11,관악구,0.058,0.001,0.8,0.005,50,28
3706,2.01001E+11,관악구,0.066,0.002,1.2,0.005,56,35
3707,2.01001E+11,관악구,0.063,0.004,1.2,0.006,64,44
3708,2.01001E+11,관악구,0.059,0.006,1.1,0.006,70,48
3709,2.01001E+11,관악구,0.059,0.007,1.1,0.006,70,53
3710,2.01001E+11,관악구,0.056,0.009,1,0.006,72,48
3711,2.01001E+11,관악구,0.031,0.02,0.6,0.006,49,35
3712,2.01001E+11,관악구,0.039,0.016,0.7,0.007,44,30
3713,2.01001E+11,관악구,0.042,0.014,0.6,0.006,65,40
3714,2.01001E+11,관악구,0.052,0.008,0.7,0.006,65,38
3715,2.01001E+11,관악구,0.058,0.003,0.7,0.006,74,42
3716,2.01001E+11,관악구,0.058,0.002,0.7,0.005,56,33
3717,2.01001E+11,관악구,0.063,0.001,0.9,0.005,58,31
3718,2.01001E+11,관악구,0.064,0.001,0.8,0.005,72,51
3719,2.01001E+11,관악구,0.061,0.003,0.8,0.005,73,51
3720,2.01001E+11,관악구,0.059,0.003,0.8,0.005,73,47
3721,2.01001E+11,"광진구,0.047",0.013,0.7,0.005,0,28,NA
3722,2.01001E+11,"광진구,0.057",0.003,0.8,0.005,62,45,NA
3723,2.01001E+11,"광진구,0.046",0.006,0.7,0.004,62,46,NA
3724,2.01001E+11,"광진구,0.044",0.006,0.7,0.004,59,40,NA
3725,2.01001E+11,"광진구,0.038",0.01,0.6,0.004,51,39,NA
3726,2.01001E+11,"광진구,0.046",0.004,0.7,0.004,56,37,NA
3727,2.01001E+11,"광진구,0.05",0.003,0.8,0.004,58,43,NA
3728,2.01001E+11,"광진구,0.051",0.003,0.7,0.005,62,46,NA
3729,2.01001E+11,"광진구,0.05",0.002,0.8,0.005,64,45,NA
3730,2.01001E+11,"광진구,0.056",0.004,1.1,0.005,68,59,NA
3731,2.01001E+11,"광진구,0.055",0.006,1,0.007,86,74,NA
3732,2.01001E+11,"광진구,0.032",0.02,0.6,0.006,57,49,NA
3733,2.01001E+11,"광진구,0.026",0.03,0.5,0.007,50,36,NA
3734,2.01001E+11,"광진구,0.035",0.025,0.6,0.008,53,42,NA
3735,2.01001E+11,"광진구,0.036",0.026,0.6,0.008,59,41,NA
3736,2.01001E+11,"광진구,0.044",0.02,0.7,0.008,74,48,NA
3737,2.01001E+11,"광진구,0.055",0.013,0.8,0.008,74,47,NA
3738,2.01001E+11,"광진구,0.0",0,0,0,0,45,NA
3739,2.01001E+11,"광진구,0.0",0,0,0,0,58,NA
3740,2.01001E+11,"광진구,0.065",0.002,0.6,0.007,68,58,NA
3741,2.01001E+11,"광진구,0.067",0.002,0.7,0.007,59,52,NA
3742,2.01001E+11,"광진구,0.066",0.002,0.7,0.007,68,61,NA
3743,2.01001E+11,"광진구,0.064",0.002,0.7,0.008,89,64,NA
3744,2.01001E+11,"광진구,0.069",0.003,0.9,0.008,100,76,NA
3745,2.01001E+11,"구로구,0.029",0.018,0.6,0.005,48,37,NA
3746,2.01001E+11,"구로구,0.027",0.019,0.5,0.005,41,28,NA
3747,2.01001E+11,"구로구,0.025",0.019,0.5,0.005,43,32,NA
3748,2.01001E+11,"구로구,0.026",0.017,0.5,0.004,43,31,NA
3749,2.01001E+11,"구로구,0.026",0.018,0.5,0.004,43,22,NA
3750,2.01001E+11,"구로구,0.029",0.016,0.6,0.004,43,28,NA
3751,2.01001E+11,"구로구,0.021",0.026,0.5,0.005,35,24,NA
3752,2.01001E+11,"구로구,0.03",0.016,0.7,0.005,42,26,NA
3753,2.01001E+11,"구로구,0.055",0.003,1.2,0.005,51,37,NA
3754,2.01001E+11,"구로구,0.062",0.003,1.5,0.006,69,47,NA
3755,2.01001E+11,"구로구,0.051",0.006,1.1,0.006,72,52,NA
3756,2.01001E+11,"구로구,0.051",0.008,1,0.006,53,37,NA
3757,2.01001E+11,"구로구,0.046",0.011,0.9,0.006,60,38,NA
3758,2.01001E+11,"구로구,0.035",0.019,0.7,0.007,46,30,NA
3759,2.01001E+11,"구로구,0.032",0.022,0.7,0.007,36,21,NA
3760,2.01001E+11,"구로구,0.043",0.015,0.8,0.008,55,41,NA
3761,2.01001E+11,"구로구,0.046",0.012,0.8,0.007,82,57,NA
3762,2.01001E+11,"구로구,0.047",0.009,0.8,0.006,70,44,NA
3763,2.01001E+11,"구로구,0.048",0.008,0.7,0.006,64,39,NA
