MSRDT,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25,
17432,2.01001E+11,"강동구,0.055",0.003,0.9,0.011,60,39,NA
17433,2.01001E+11,"강동구,0.054",0.003,0.8,0.011,66,39,NA
17434,2.01001E+11,"강동구,0.048",0.004,0.7,0.012,76,40,NA
17435,2.01001E+11,"강동구,0.05",0.006,0.5,0.013,76,41,NA
17436,2.01001E+11,"강동구,0.042",0.012,0.4,0.015,68,33,NA
17437,2.01001E+11,"강동구,0.0",0.017,0.4,0.015,72,35,NA
17438,2.01001E+11,"강동구,0.039",0.017,0.4,0.016,73,40,NA
17439,2.01001E+11,"강동구,0.044",0.015,0.4,0.019,77,43,NA
17440,2.01001E+11,"강동구,0.044",0.013,0.4,0.02,73,40,NA
17441,2.01001E+11,"강동구,0.045",0.013,0.4,0.02,68,36,NA
17442,2.01001E+11,"강동구,0.044",0.011,0.3,0.018,52,29,NA
17443,2.01001E+11,"강동구,0.038",0.016,0.4,0.013,43,27,NA
17444,2.01001E+11,"강동구,0.05",0.007,0.5,0.012,57,35,NA
17445,2.01001E+11,"강동구,0.051",0.005,0.5,0.012,58,32,NA
17446,2.01001E+11,"강동구,0.053",0.003,0.5,0.012,54,31,NA
17447,2.01001E+11,"강북구,0.034",0.021,0.4,0.013,0,33,NA
17448,2.01001E+11,"강북구,0.046",0.012,0.5,0.012,0,33,NA
17449,2.01001E+11,"강북구,0.058",0.005,0.6,0.012,0,33,NA
17450,2.01001E+11,"강북구,0.058",0.005,0.7,0.012,0,33,NA
17451,2.01001E+11,"강북구,0.06",0.005,0.8,0.011,0,33,NA
17452,2.01001E+11,"강북구,0.061",0.005,1,0.01,0,33,NA
17453,2.01001E+11,"강북구,0.064",0.005,1.1,0.01,0,33,NA
17454,2.01001E+11,"강북구,0.067",0.005,1.3,0.01,0,33,NA
17455,2.01001E+11,"강북구,0.076",0.006,1.4,0.009,0,33,NA
17456,2.01001E+11,"강북구,0.071",0.006,1.4,0.011,0,33,NA
17457,2.01001E+11,"강북구,0.065",0.007,1.1,0.011,0,33,NA
17458,2.01001E+11,"강북구,0.06",0.009,1,0.012,0,0,NA
17459,2.01001E+11,"강북구,0.058",0.011,0.8,0.012,0,27,NA
17460,2.01001E+11,"강북구,0.062",0.013,0.9,0.016,92,55,NA
17461,2.01001E+11,"강북구,0.053",0.017,0.6,0.019,84,46,NA
17462,2.01001E+11,"강북구,0.048",0.018,0.6,0.021,83,42,NA
17463,2.01001E+11,"강북구,0.048",0.019,0.5,0.022,91,42,NA
17464,2.01001E+11,"강북구,0.049",0.017,0.5,0.021,81,39,NA
17465,2.01001E+11,"강북구,0.05",0.014,0.5,0.021,79,39,NA
17466,2.01001E+11,"강북구,0.054",0.01,0.6,0.016,68,33,NA
17467,2.01001E+11,"강북구,0.059",0.007,0.6,0.015,56,27,NA
17468,2.01001E+11,"강북구,0.062",0.005,0.6,0.013,49,27,NA
17469,2.01001E+11,"강북구,0.062",0.006,0.7,0.013,59,29,NA
17470,2.01001E+11,"강북구,0.072",0.005,1.1,0.013,49,29,NA
17471,2.01001E+11,"강서구,0.059",0.002,0.7,0.013,90,34,NA
17472,2.01001E+11,"강서구,0.062",0.002,0.8,0.012,86,31,NA
17473,2.01001E+11,"강서구,0.058",0.001,0.8,0.011,83,36,NA
17474,2.01001E+11,"강서구,0.051",0.004,0.7,0.012,82,32,NA
17475,2.01001E+11,"강서구,0.047",0.005,0.7,0.009,68,29,NA
17476,2.01001E+11,"강서구,0.05",0.003,0.7,0.009,62,23,NA
17477,2.01001E+11,"강서구,0.051",0.003,0.8,0.009,56,25,NA
17478,2.01001E+11,"강서구,0.054",0.002,0.8,0.009,67,26,NA
17479,2.01001E+11,"강서구,0.062",0.001,0.9,0.01,68,29,NA
17480,2.01001E+11,"강서구,0.066",0.002,1.1,0.011,77,30,NA
17481,2.01001E+11,"강서구,0.075",0.002,1.3,0.012,85,36,NA
17482,2.01001E+11,"강서구,0.061",0.004,0.9,0.012,104,43,NA
17483,2.01001E+11,"강서구,0.057",0.007,0.9,0.014,103,37,NA
17484,2.01001E+11,"강서구,0.045",0.015,0.7,0.017,102,37,NA
17485,2.01001E+11,"강서구,0.04",0.019,0.6,0.017,96,37,NA
17486,2.01001E+11,"강서구,0.045",0.017,0.6,0.018,102,39,NA
17487,2.01001E+11,"강서구,0.049",0.013,0.7,0.02,92,39,NA
17488,2.01001E+11,"강서구,0.048",0.013,0.7,0.017,89,33,NA
17489,2.01001E+11,"강서구,0.042",0.014,0.7,0.012,78,27,NA
17490,2.01001E+11,"강서구,0.056",0.005,0.6,0.011,58,18,NA
17491,2.01001E+11,"강서구,0.059",0.004,0.8,0.009,51,17,NA
17492,2.01001E+11,"강서구,0.058",0.003,0.8,0.01,68,29,NA
17493,2.01001E+11,"강서구,0.062",0.001,0.8,0.01,87,42,NA
17494,2.01001E+11,"강서구,0.066",0.001,0.9,0.012,86,43,NA
17495,2.01001E+11,관악구,0.047,0.005,0.8,0.008,93,40
17496,2.01001E+11,관악구,0.048,0.004,0.7,0.01,95,40
17497,2.01001E+11,관악구,0.043,0.007,0.7,0.012,92,44
17498,2.01001E+11,관악구,0.04,0.009,0.6,0.008,82,36
17499,2.01001E+11,관악구,0.048,0.004,0.7,0.006,63,27
17500,2.01001E+11,관악구,0.051,0.002,0.8,0.006,63,26
17501,2.01001E+11,관악구,0.051,0.002,0.9,0.006,67,29
17502,2.01001E+11,관악구,0.053,0.002,0.9,0.007,74,31
17503,2.01001E+11,관악구,0.062,0.002,1.3,0.007,77,37
17504,2.01001E+11,관악구,0.07,0.002,1.6,0.007,100,43
17505,2.01001E+11,관악구,0.069,0.003,1.6,0.007,122,57
17506,2.01001E+11,관악구,0.059,0.004,1.3,0.008,119,50
17507,2.01001E+11,관악구,0.049,0.007,1,0.01,104,37
17508,2.01001E+11,관악구,0.033,0.015,0.7,0.013,93,40
17509,2.01001E+11,관악구,0.032,0.018,0.6,0.014,99,40
17510,2.01001E+11,관악구,0.037,0.015,0.7,0.016,101,45
17511,2.01001E+11,관악구,0.041,0.012,0.7,0.019,110,51
17512,2.01001E+11,관악구,0.041,0.011,0.7,0.017,108,45
17513,2.01001E+11,관악구,0.039,0.011,0.6,0.012,100,34
17514,2.01001E+11,관악구,0.039,0.011,0.6,0.008,90,32
17515,2.01001E+11,관악구,0.04,0.01,0.8,0.008,66,20
17516,2.01001E+11,관악구,0.051,0.003,0.9,0.009,95,36
17517,2.01001E+11,관악구,0.054,0.002,0.9,0.009,100,56
17518,2.01001E+11,관악구,0.055,0.002,1.3,0.009,93,51
17519,2.01001E+11,"광진구,0.046",0.005,0.6,0.009,80,29,NA
17520,2.01001E+11,"광진구,0.042",0.009,0.6,0.009,79,28,NA
17521,2.01001E+11,"광진구,0.043",0.007,0.6,0.009,77,31,NA
17522,2.01001E+11,"광진구,0.045",0.005,0.7,0.009,72,26,NA
17523,2.01001E+11,"광진구,0.046",0.002,0.7,0.007,68,26,NA
17524,2.01001E+11,"광진구,0.046",0.002,0.7,0.007,72,31,NA
17525,2.01001E+11,"광진구,0.045",0.002,0.7,0.007,68,31,NA
17526,2.01001E+11,"광진구,0.048",0.002,0.9,0.008,62,31,NA
17527,2.01001E+11,"광진구,0.056",0.002,1,0.008,74,34,NA
17528,2.01001E+11,"광진구,0.052",0.002,0.8,0.009,74,30,NA
17529,2.01001E+11,"광진구,0.049",0.004,0.8,0.01,65,31,NA
17530,2.01001E+11,"광진구,0.052",0.005,0.9,0.01,98,39,NA
17531,2.01001E+11,"광진구,0.054",0.007,1,0.013,103,44,NA
17532,2.01001E+11,"광진구,0.042",0.013,0.7,0.013,100,53,NA
17533,2.01001E+11,"광진구,0.042",0.015,0.7,0.014,91,46,NA
17534,2.01001E+11,"광진구,0.04",0.018,0.7,0.017,99,50,NA
17535,2.01001E+11,"광진구,0.043",0.016,0.7,0.018,99,41,NA
17536,2.01001E+11,"광진구,0.043",0.014,0.7,0.019,92,45,NA
17537,2.01001E+11,"광진구,0.042",0.014,0.6,0.015,80,35,NA
17538,2.01001E+11,"광진구,0.034",0.019,0.5,0.008,69,28,NA
17539,2.01001E+11,"광진구,0.044",0.013,0.6,0.007,43,14,NA
17540,2.01001E+11,"광진구,0.051",0.003,0.7,0.008,61,26,NA
17541,2.01001E+11,"광진구,0.05",0.003,0.7,0.008,74,37,NA
17542,2.01001E+11,"광진구,0.055",0.002,0.9,0.009,76,37,NA
17543,2.01001E+11,"구로구,0.038",0.007,0.7,0.008,84,32,NA
17544,2.01001E+11,"구로구,0.04",0.006,0.7,0.009,78,34,NA
17545,2.01001E+11,"구로구,0.042",0.004,0.8,0.01,88,42,NA
17546,2.01001E+11,"구로구,0.039",0.006,0.8,0.008,80,37,NA
17547,2.01001E+11,"구로구,0.039",0.005,0.7,0.007,60,27,NA
17548,2.01001E+11,"구로구,0.042",0.003,0.8,0.006,62,24,NA
17549,2.01001E+11,"구로구,0.043",0.002,0.9,0.006,60,28,NA
17550,2.01001E+11,"구로구,0.045",0.002,1,0.007,66,32,NA
17551,2.01001E+11,"구로구,0.047",0.002,1,0.006,73,38,NA
17552,2.01001E+11,"구로구,0.048",0.002,1.1,0.007,77,35,NA
17553,2.01001E+11,"구로구,0.049",0.003,1.1,0.008,101,49,NA
17554,2.01001E+11,"구로구,0.048",0.005,1,0.009,110,44,NA
17555,2.01001E+11,"구로구,0.042",0.009,0.8,0.011,103,37,NA
17556,2.01001E+11,"구로구,0.038",0.013,0.8,0.014,103,42,NA
17557,2.01001E+11,"구로구,0.031",0.022,0.7,0.016,96,46,NA
17558,2.01001E+11,"구로구,0.037",0.016,0.7,0.017,105,47,NA
17559,2.01001E+11,"구로구,0.038",0.013,0.7,0.018,103,48,NA
17560,2.01001E+11,"구로구,0.039",0.011,0.8,0.017,96,43,NA
17561,2.01001E+11,"구로구,0.037",0.012,0.7,0.01,89,36,NA
17562,2.01001E+11,"구로구,0.037",0.012,0.6,0.007,75,24,NA
17563,2.01001E+11,"구로구,0.042",0.006,0.7,0.007,64,18,NA
17564,2.01001E+11,"구로구,0.044",0.003,0.9,0.007,85,45,NA
17565,2.01001E+11,"구로구,0.046",0.002,0.9,0.008,82,43,NA
17566,2.01001E+11,"구로구,0.049",0.002,1,0.007,83,49,NA
17567,2.01001E+11,"금천구,0.035",0.008,0.6,0.009,74,32,NA
17568,2.01001E+11,"금천구,0.031",0.011,0.6,0.013,80,36,NA
17569,2.01001E+11,"금천구,0.031",0.01,0.6,0.013,77,38,NA
17570,2.01001E+11,"금천구,0.037",0.003,0.8,0.01,80,40,NA
17571,2.01001E+11,"금천구,0.038",0.002,0.7,0.008,62,34,NA
17572,2.01001E+11,"금천구,0.036",0.002,0.7,0.008,62,29,NA
17573,2.01001E+11,"금천구,0.039",0.003,0.8,0.008,65,30,NA
17574,2.01001E+11,"금천구,0.046",0.002,0.8,0.008,71,35,NA
17575,2.01001E+11,"금천구,0.048",0.002,0.9,0.008,80,42,NA
17576,2.01001E+11,"금천구,0.049",0.003,1,0.009,83,45,NA
17577,2.01001E+11,"금천구,0.049",0.004,1.1,0.011,90,48,NA
17578,2.01001E+11,"금천구,0.038",0.008,0.8,0.012,88,48,NA
17579,2.01001E+11,"금천구,0.029",0.016,0.6,0.015,80,37,NA
17580,2.01001E+11,"금천구,0.028",0.019,0.6,0.016,90,42,NA
17581,2.01001E+11,"금천구,0.029",0.021,0.6,0.017,100,51,NA
17582,2.01001E+11,"금천구,0.034",0.015,0.7,0.02,112,50,NA
17583,2.01001E+11,"금천구,0.035",0.014,0.6,0.021,105,56,NA
17584,2.01001E+11,"금천구,0.035",0.011,0.7,0.02,104,47,NA
17585,2.01001E+11,"금천구,0.03",0.015,0.6,0.013,83,43,NA
17586,2.01001E+11,"금천구,0.034",0.012,0.6,0.01,65,27,NA
17587,2.01001E+11,"금천구,0.035",0.01,0.7,0.01,73,42,NA
17588,2.01001E+11,"금천구,0.042",0.004,0.8,0.009,80,35,NA
17589,2.01001E+11,"금천구,0.041",0.005,0.8,0.01,79,42,NA
17590,2.01001E+11,"금천구,0.044",0.003,1,0.01,80,43,NA
17591,2.01001E+11,"노원구,0.034",0.016,0.5,0.012,60,26,NA
17592,2.01001E+11,"노원구,0.042",0.01,0.5,0.009,60,24,NA
17593,2.01001E+11,"노원구,0.056",0.003,0.6,0.011,66,25,NA
17594,2.01001E+11,"노원구,0.057",0.003,0.8,0.01,67,27,NA
17595,2.01001E+11,"노원구,0.056",0.002,0.9,0.009,60,29,NA
17596,2.01001E+11,"노원구,0.053",0.002,0.8,0.01,59,23,NA
17597,2.01001E+11,"노원구,0.057",0.002,0.9,0.011,55,26,NA
17598,2.01001E+11,"노원구,0.058",0.002,0.9,0.009,60,29,NA
17599,2.01001E+11,"노원구,0.058",0.002,0.9,0.011,62,29,NA
17600,2.01001E+11,"노원구,0.059",0.003,0.9,0.01,62,29,NA
17601,2.01001E+11,"노원구,0.054",0.005,0.8,0.011,63,33,NA
17602,2.01001E+11,"노원구,0.044",0.009,0.7,0.011,63,31,NA
17603,2.01001E+11,"노원구,0.047",0.01,0.7,0.011,72,33,NA
17604,2.01001E+11,"노원구,0.049",0.012,0.7,0.013,79,40,NA
17605,2.01001E+11,"노원구,0.055",0.01,0.8,0.015,86,40,NA
17606,2.01001E+11,"노원구,0.05",0.013,0.7,0.019,89,40,NA
17607,2.01001E+11,"노원구,0.051",0.012,0.6,0.018,91,39,NA
17608,2.01001E+11,"노원구,0.052",0.01,0.7,0.018,82,41,NA
17609,2.01001E+11,"노원구,0.053",0.009,0.6,0.019,82,33,NA
17610,2.01001E+11,"노원구,0.056",0.005,0.7,0.013,79,34,NA
17611,2.01001E+11,"노원구,0.057",0.004,0.6,0.012,64,27,NA
17612,2.01001E+11,"노원구,0.061",0.002,0.6,0.01,49,23,NA
17613,2.01001E+11,"노원구,0.065",0.003,1,0.01,55,27,NA
17614,2.01001E+11,"노원구,0.066",0.002,1,0.009,60,24,NA
17615,2.01001E+11,"도봉구,0.024",0.022,0.6,0.009,76,30,NA
17616,2.01001E+11,"도봉구,0.029",0.02,0.6,0.009,70,26,NA
17617,2.01001E+11,"도봉구,0.048",0.007,0.7,0.009,76,28,NA
17618,2.01001E+11,"도봉구,0.053",0.003,0.8,0.008,75,34,NA
17619,2.01001E+11,"도봉구,0.051",0.004,0.8,0.008,65,28,NA
17620,2.01001E+11,"도봉구,0.052",0.003,0.9,0.007,66,27,NA
17621,2.01001E+11,"도봉구,0.055",0.003,1.1,0.007,68,29,NA
17622,2.01001E+11,"도봉구,0.055",0.002,1.1,0.006,63,28,NA
17623,2.01001E+11,"도봉구,0.063",0.002,1.3,0.006,59,25,NA
17624,2.01001E+11,"도봉구,0.061",0.003,1.3,0.008,61,33,NA
17625,2.01001E+11,"도봉구,0.054",0.004,1.1,0.009,70,30,NA
17626,2.01001E+11,"도봉구,0.052",0.006,1,0.01,82,34,NA
17627,2.01001E+11,"도봉구,0.054",0.007,1,0.011,88,34,NA
17628,2.01001E+11,"도봉구,0.057",0.008,1.1,0.011,96,41,NA
17629,2.01001E+11,"도봉구,0.051",0.011,0.9,0.014,98,44,NA
17630,2.01001E+11,"도봉구,0.042",0.016,0.8,0.017,94,40,NA
17631,2.01001E+11,"도봉구,0.04",0.019,0.7,0.018,98,36,NA
17632,2.01001E+11,"도봉구,0.043",0.014,0.8,0.017,92,38,NA
17633,2.01001E+11,"도봉구,0.045",0.013,0.7,0.016,87,31,NA
17634,2.01001E+11,"도봉구,0.046",0.009,0.7,0.011,74,30,NA
17635,2.01001E+11,"도봉구,0.049",0.009,0.7,0.01,63,22,NA
17636,2.01001E+11,"도봉구,0.058",0.003,0.8,0.009,56,20,NA
17637,2.01001E+11,"도봉구,0.06",0.004,0.9,0.007,59,32,NA
17638,2.01001E+11,"도봉구,0.062",0.002,1,0.007,59,31,NA
17639,2.01001E+11,동대문구,0.052,0.003,0.6,0.011,88,33
17640,2.01001E+11,동대문구,0.053,0.002,0.6,0.011,84,32
17641,2.01001E+11,동대문구,0.05,0.003,0.6,0.01,87,33
17642,2.01001E+11,동대문구,0.046,0.006,0.5,0.011,78,31
17643,2.01001E+11,동대문구,0.051,0.003,0.6,0.01,70,25
17644,2.01001E+11,동대문구,0.054,0.002,0.8,0.008,68,26
17645,2.01001E+11,동대문구,0.056,0.002,0.9,0.008,67,28
17646,2.01001E+11,동대문구,0.061,0.002,1,0.008,69,31
17647,2.01001E+11,동대문구,0.064,0.002,1.1,0.009,71,33
17648,2.01001E+11,동대문구,0.07,0.002,1.4,0.009,78,39
17649,2.01001E+11,동대문구,0.063,0.004,1,0.012,97,40
17650,2.01001E+11,동대문구,0.059,0.005,1,0.012,98,40
17651,2.01001E+11,동대문구,0.055,0.007,0.8,0.014,101,41
17652,2.01001E+11,동대문구,0.048,0.011,0.7,0.016,103,41
17653,2.01001E+11,동대문구,0.04,0.017,0.6,0.019,102,41
17654,2.01001E+11,동대문구,0.04,0.016,0.6,0.021,107,45
17655,2.01001E+11,동대문구,0.047,0.011,0.6,0.02,108,45
17656,2.01001E+11,동대문구,0.044,0.013,0.6,0.021,99,36
17657,2.01001E+11,동대문구,0.049,0.008,0.6,0.017,88,34
17658,2.01001E+11,동대문구,0.041,0.012,0.5,0.011,77,27
17659,2.01001E+11,동대문구,0.05,0.006,0.5,0.009,62,15
17660,2.01001E+11,동대문구,0.051,0.005,0.5,0.01,58,20
17661,2.01001E+11,동대문구,0.057,0.002,0.7,0.011,71,36
17662,2.01001E+11,동대문구,0.06,0.002,0.7,0.011,81,40
17663,2.01001E+11,"동작구,0.043",0.013,0.4,0.011,0,40,NA
17664,2.01001E+11,"동작구,0.039",0.014,0.4,0.013,0,40,NA
17665,2.01001E+11,"동작구,0.039",0.017,0.4,0.013,0,40,NA
17666,2.01001E+11,"동작구,0.039",0.015,0.4,0.008,0,40,NA
17667,2.01001E+11,"동작구,0.041",0,0.3,0.008,0,40,NA
17668,2.01001E+11,"동작구,0.048",0.004,0.4,0.008,0,40,NA
17669,2.01001E+11,"동작구,0.055",0,0.5,0.008,0,40,NA
17670,2.01001E+11,"동작구,0.059",0.001,0.7,0.008,0,40,NA
17671,2.01001E+11,"동작구,0.063",0.001,0.8,0.008,0,40,NA
17672,2.01001E+11,"동작구,0.055",0.001,0.7,0.01,0,40,NA
17673,2.01001E+11,"동작구,0.057",0.003,0.7,0.01,0,40,NA
17674,2.01001E+11,"동작구,0.058",0.005,0.7,0.012,0,40,NA
17675,2.01001E+11,"동작구,0.048",0.012,0.5,0.015,0,25,NA
17676,2.01001E+11,"동작구,0.036",0.024,0.4,0.019,76,51,NA
17677,2.01001E+11,"동작구,0.033",0.029,0.4,0.021,81,57,NA
17678,2.01001E+11,"동작구,0.037",0.024,0.4,0.021,90,50,NA
17679,2.01001E+11,"동작구,0.037",0.023,0.4,0.023,90,38,NA
17680,2.01001E+11,"동작구,0.039",0.019,0.4,0.022,84,38,NA
17681,2.01001E+11,"동작구,0.035",0.023,0.4,0.016,71,25,NA
17682,2.01001E+11,"동작구,0.037",0.021,0.3,0.011,57,23,NA
17683,2.01001E+11,"동작구,0.047",0.008,0.4,0.01,45,20,NA
17684,2.01001E+11,"동작구,0.05",0.006,0.6,0.01,64,29,NA
17685,2.01001E+11,"동작구,0.058",0.001,0.6,0.01,71,40,NA
17686,2.01001E+11,"동작구,0.058",0.001,0.6,0.01,71,36,NA
17687,2.01001E+11,"마포구,0.052",0.002,0.7,0.01,90,32,NA
17688,2.01001E+11,"마포구,0.05",0.002,0.7,0.009,84,31,NA
17689,2.01001E+11,"마포구,0.047",0.003,0.7,0.009,86,31,NA
17690,2.01001E+11,"마포구,0.046",0.003,0.7,0.01,78,34,NA
17691,2.01001E+11,"마포구,0.045",0.004,0.7,0.007,73,28,NA
17692,2.01001E+11,"마포구,0.044",0.003,0.6,0.007,57,23,NA
17693,2.01001E+11,"마포구,0.051",0.002,0.8,0.007,59,22,NA
17694,2.01001E+11,"마포구,0.052",0.001,0.8,0.007,63,25,NA
17695,2.01001E+11,"마포구,0.059",0.001,1,0.007,67,30,NA
17696,2.01001E+11,"마포구,0.07",0.001,1.5,0.007,70,31,NA
17697,2.01001E+11,"마포구,0.064",0.002,1.4,0.008,96,41,NA
17698,2.01001E+11,"마포구,0.056",0.003,1,0.009,105,37,NA
17699,2.01001E+11,"마포구,0.05",0.005,0.9,0.011,100,38,NA
17700,2.01001E+11,"마포구,0.044",0.008,0.8,0.013,103,36,NA
17701,2.01001E+11,"마포구,0.035",0.013,0.7,0.016,102,44,NA
17702,2.01001E+11,"마포구,0.038",0.012,0.7,0.017,112,43,NA
17703,2.01001E+11,"마포구,0.042",0.009,0.7,0.019,107,48,NA
17704,2.01001E+11,"마포구,0.045",0.007,0.7,0.017,98,38,NA
17705,2.01001E+11,"마포구,0.041",0.008,0.6,0.012,88,31,NA
17706,2.01001E+11,"마포구,0.042",0.008,0.6,0.009,71,31,NA
17707,2.01001E+11,"마포구,0.047",0.005,0.6,0.008,55,13,NA
17708,2.01001E+11,"마포구,0.047",0.004,0.7,0.009,64,18,NA
17709,2.01001E+11,"마포구,0.054",0.002,0.8,0.009,83,40,NA
17710,2.01001E+11,"마포구,0.058",0.001,0.9,0.009,85,38,NA
17711,2.01001E+11,서대문구,0.045,0.004,0.5,0.012,93,27
17712,2.01001E+11,서대문구,0.049,0.003,0.7,0.011,91,24
17713,2.01001E+11,서대문구,0.041,0.007,0.6,0.01,95,36
17714,2.01001E+11,서대문구,0.039,0.008,0.5,0.01,95,19
17715,2.01001E+11,서대문구,0.037,0.01,0.5,0.008,79,14
17716,2.01001E+11,서대문구,0.039,0.006,0.6,0.007,70,23
17717,2.01001E+11,서대문구,0.042,0.003,0.7,0.007,61,12
17718,2.01001E+11,서대문구,0.044,0.003,0.7,0.007,56,21
17719,2.01001E+11,서대문구,0.052,0.003,1.1,0.006,80,24
17720,2.01001E+11,서대문구,0.058,0.004,1.3,0.007,76,16
17721,2.01001E+11,서대문구,0.057,0.004,1.2,0.009,77,9
17722,2.01001E+11,서대문구,0.052,0.006,1.1,0.011,93,30
17723,2.01001E+11,서대문구,0.053,0.007,1,0.012,101,31
17724,2.01001E+11,서대문구,0.04,0.016,0.4,0.015,98,26
17725,2.01001E+11,서대문구,0.033,0.025,0.3,0.02,122,34
17726,2.01001E+11,서대문구,0.035,0.021,0.3,0.02,112,36
17727,2.01001E+11,서대문구,0.038,0.019,0.3,0.021,112,40
17728,2.01001E+11,서대문구,0.04,0.015,0.4,0.02,97,31
17729,2.01001E+11,서대문구,0.038,0.016,0.3,0.014,93,29
17730,2.01001E+11,서대문구,0.043,0.008,0.4,0.01,85,37
17731,2.01001E+11,서대문구,0.044,0.008,0.4,0.009,84,33
17732,2.01001E+11,서대문구,0.041,0.009,0.4,0.009,61,24
17733,2.01001E+11,서대문구,0.048,0.003,0.6,0.009,85,24
17734,2.01001E+11,서대문구,0.051,0.003,0.8,0.008,76,13
17735,2.01001E+11,"서초구,0.042",0.007,0.5,0.009,85,26,NA
17736,2.01001E+11,"서초구,0.037",0.009,0.5,0.01,83,31,NA
17737,2.01001E+11,"서초구,0.025",0.017,0.4,0.011,77,28,NA
17738,2.01001E+11,"서초구,0.032",0.012,0.5,0.008,66,24,NA
17739,2.01001E+11,"서초구,0.04",0.006,0.5,0.006,62,19,NA
17740,2.01001E+11,"서초구,0.044",0.004,0.6,0.006,61,25,NA
17741,2.01001E+11,"서초구,0.045",0.004,0.6,0.007,65,22,NA
17742,2.01001E+11,"서초구,0.051",0.002,0.6,0.007,62,25,NA
17743,2.01001E+11,"서초구,0.053",0.002,0.8,0.007,74,29,NA
17744,2.01001E+11,"서초구,0.058",0.002,1.1,0.007,72,30,NA
17745,2.01001E+11,"서초구,0.052",0.003,1,0.008,85,35,NA
17746,2.01001E+11,"서초구,0.055",0.003,1,0.008,101,38,NA
17747,2.01001E+11,"서초구,0.043",0.008,0.7,0.011,98,33,NA
17748,2.01001E+11,"서초구,0.037",0.012,0.6,0.013,94,33,NA
17749,2.01001E+11,"서초구,0.03",0.019,0.6,0.017,93,34,NA
17750,2.01001E+11,"서초구,0.031",0.018,0.5,0.019,103,41,NA
17751,2.01001E+11,"서초구,0.035",0.015,0.6,0.021,100,35,NA
17752,2.01001E+11,"서초구,0.037",0.014,0.6,0.019,97,33,NA
17753,2.01001E+11,"서초구,0.033",0.015,0.5,0.014,86,30,NA
17754,2.01001E+11,"서초구,0.034",0.015,0.4,0.008,69,20,NA
17755,2.01001E+11,"서초구,0.038",0.011,0.5,0.008,38,11,NA
17756,2.01001E+11,"서초구,0.048",0.003,0.6,0.009,62,25,NA
17757,2.01001E+11,"서초구,0.052",0.002,0.6,0.009,81,37,NA
17758,2.01001E+11,"서초구,0.052",0.002,0.7,0.01,83,37,NA
17759,2.01001E+11,"성동구,0.047",0.004,0.6,0.01,79,33,NA
17760,2.01001E+11,"성동구,0.046",0.004,0.6,0.01,78,29,NA
17761,2.01001E+11,"성동구,0.043",0.004,0.6,0.01,81,32,NA
17762,2.01001E+11,"성동구,0.045",0.003,0.7,0.008,76,32,NA
17763,2.01001E+11,"성동구,0.044",0.003,0.7,0.007,64,27,NA
17764,2.01001E+11,"성동구,0.044",0.003,0.8,0.007,61,24,NA
17765,2.01001E+11,"성동구,0.046",0.003,0.8,0.006,65,30,NA
17766,2.01001E+11,"성동구,0.047",0.003,0.8,0.006,60,28,NA
17767,2.01001E+11,"성동구,0.052",0.003,1.1,0.008,63,30,NA
17768,2.01001E+11,"성동구,0.051",0.003,1,0.009,61,30,NA
17769,2.01001E+11,"성동구,0.054",0.004,0.9,0.012,70,32,NA
17770,2.01001E+11,"성동구,0.053",0.005,0.9,0.012,85,35,NA
17771,2.01001E+11,"성동구,0.048",0.008,0.8,0.014,94,32,NA
17772,2.01001E+11,"성동구,0.045",0.01,0.7,0.015,89,29,NA
17773,2.01001E+11,"성동구,0.038",0.016,0.6,0.018,92,36,NA
17774,2.01001E+11,"성동구,0.041",0.014,0.6,0.02,103,43,NA
17775,2.01001E+11,"성동구,0.044",0.012,0.6,0.023,100,46,NA
17776,2.01001E+11,"성동구,0.045",0.01,0.6,0.022,100,36,NA
17777,2.01001E+11,"성동구,0.043",0.01,0.6,0.016,85,31,NA
17778,2.01001E+11,"성동구,0.047",0.007,0.5,0.01,73,28,NA
17779,2.01001E+11,"성동구,0.046",0.006,0.5,0.008,52,21,NA
17780,2.01001E+11,"성동구,0.05",0.002,0.6,0.009,52,24,NA
17781,2.01001E+11,"성동구,0.052",0.002,0.8,0.007,75,35,NA
17782,2.01001E+11,"성동구,0.053",0.003,0.8,0.009,77,43,NA
17783,2.01001E+11,"성북구,0.043",0.008,0.6,0.007,77,26,NA
17784,2.01001E+11,"성북구,0.054",0.002,0.7,0.008,78,29,NA
17785,2.01001E+11,"성북구,0.056",0.001,0.8,0.007,82,32,NA
17786,2.01001E+11,"성북구,0.058",0.001,1.1,0.007,74,28,NA
17787,2.01001E+11,"성북구,0.058",0.001,1.4,0.006,72,25,NA
17788,2.01001E+11,"성북구,0.056",0.001,1.4,0.006,65,27,NA
17789,2.01001E+11,"성북구,0.062",0.001,1.5,0.007,61,29,NA
17790,2.01001E+11,"성북구,0.075",0.001,1.8,0.008,65,28,NA
17791,2.01001E+11,"성북구,0.077",0.001,1.9,0.008,63,29,NA
17792,2.01001E+11,"성북구,0.071",0.001,1.7,0.008,69,37,NA
17793,2.01001E+11,"성북구,0.066",0.002,1.5,0.008,83,36,NA
17794,2.01001E+11,"성북구,0.065",0.002,1.4,0.009,94,37,NA
17795,2.01001E+11,"성북구,0.062",0.004,1.2,0.01,100,34,NA
